☁央视,#genre#
CCTV-17农业农村,http://111.20.33.93/TVOD/88888893/224/3221226198/index.m3u8
CCTV-17农业农村,http://111.20.33.93/TVOD/88888893/224/3221226208/index.m3u8
CCTV-17农业农村,http://117.148.179.167/PLTV/88888888/224/3221231772/index.m3u8
CCTV-17农业农村,http://39.134.115.163:8080/PLTV/88888910/224/3221225908/index.m3u8
CCTV-17农业农村,http://39.134.115.163:8080/PLTV/88888910/224/3221225908/index.m3u8
CCTV-17农业农村,http://112.74.200.9:88/tv000000/m3u8.php?/migu/673168256
CCTV4K蓝光,http://39.134.115.163:8080/PLTV/88888910/224/3221225786/index.m3u8
CCTV-世界地理,117.148.179.147/PLTV/88888888/224/3221231537/index.m3u8
CCTV-世界地理,http://117.148.179.156/PLTV/88888888/224/3221231537/index.m3u8
CCTV世界地理,http://117.148.179.147/PLTV/88888888/224/3221231537/index.m3u8
清华大学电视台,http://live.cic.tsinghua.edu.cn/hls/tsinghuatv.m3u8
CNC中文,http://39.135.138.59:18890/PLTV/88888910/224/3221225694/index.m3u8
CNC英文,http://39.135.138.59:18890/PLTV/88888910/224/3221225693/index.m3u8
CGTN,http://117.148.179.174/PLTV/88888888/224/3221231592/index.m3u8
CGTN记录,http://117.148.179.144/PLTV/88888888/224/3221231492/index.m3u8
CGTN法语,http://117.148.179.156/PLTV/88888888/224/3221231550/index.m3u8
CCTV-4欧洲HD,http://117.148.179.162/PLTV/88888888/224/3221231615/index.m3u8
CCTV-4美洲HD,http://117.148.179.160/PLTV/88888888/224/3221231654/index.m3u8
CCTV-怀旧剧场,http://117.148.179.158/PLTV/88888888/224/3221231544/index.m3u8
CCTV-风云剧场,http://117.148.179.162/PLTV/88888888/224/3221231604/index.m3u8
CCTV-风云足球,http://117.148.179.137/PLTV/88888888/224/3221231547/index.m3u8
CCTV-女性时尚,http://117.148.179.167/PLTV/88888888/224/3221231598/index.m3u8
CCTV-央视台球,http://117.148.179.167/PLTV/88888888/224/3221231616/index.m3u8
CCTV-高尔夫网球,http://117.148.179.160/PLTV/88888888/224/3221231619/index.m3u8
CCTV-央视文化精品,http://117.148.179.147/PLTV/88888888/224/3221231561/index.m3u8
CETV-1,http://117.148.179.156/PLTV/88888888/224/3221231714/index.m3u8
CETV-1,http://117.148.179.149/PLTV/88888888/224/3221231552/index.m3u8
CETV-1,http://111.63.117.13:6060/030000001000/G_CETV-1/G_CETV-1.m3u8
CETV-2,http://117.148.179.162/PLTV/88888888/224/3221231607/index.m3u8
CETV-2,http://111.63.117.13:6060/030000001000/G_CETV-2/G_CETV-2.m3u8
CETV-3,http://117.148.179.136/PLTV/88888888/224/3221231543/index.m3u8
CETV-4,http://117.148.179.155/PLTV/88888888/224/3221231613/index.m3u8
CETV-4,http://111.63.117.13:6060/030000001000/G_CETV-4/G_CETV-4.m3u8

😀卫视,#genre#
安徽卫视[1280*720],http://117.148.179.177/PLTV/88888888/224/3221230215/index.m3u8
安徽卫视[1280*720],http://117.148.179.177/PLTV/88888888/224/3221230215/index.m3u8
安徽卫视[1280*720],http://117.148.179.177/PLTV/88888888/224/3221230215/index.m3u8
北京卫视蓝光[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225673/index.m3u8
重庆卫视蓝光[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225692/index.m3u8
纯享4k[3840*2160],http://39.135.138.60:18890/PLTV/88888910/224/3221225786/index.m3u8 4K
东方卫视蓝光[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225658/index.m3u8
东方卫视蓝光[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225659/index.m3u8
东南卫视蓝光[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225657/index.m3u8
广东卫视蓝光[1920*1080],http://39.135.138.59:18890/PLTV/88888910/224/3221225742/index.m3u8
广东卫视蓝光[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225701/index.m3u8
河南卫视4k[3840*2160],http://218.29.135.2:4000/udp/225.1.4.254:1300
黑龙江卫视蓝光[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225690/index.m3u8
黑龙江卫视蓝光[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225736/index.m3u8
黑龙江卫视蓝光[1920*1080],http://39.134.116.30:8080/PLTV/88888910/224/3221225690/index.m3u8
江苏卫视蓝光[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225702/index.m3u8
江苏卫视蓝光[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225743/index.m3u8
江西卫视蓝光[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225746/index.m3u8
江西卫视蓝光[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225705/index.m3u8
辽宁卫视蓝光[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225696/index.m3u8
辽宁卫视蓝光[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225735/index.m3u8
山东卫视蓝光[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225697/index.m3u8
山东卫视蓝光[1920*1080],http://39.134.67.226/PLTV/88888888/224/3221225857/index.m3u8
深圳卫视蓝光[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225741/index.m3u8
深圳卫视蓝光[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225700/index.m3u8
天津卫视蓝光[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225739/index.m3u8
天津卫视蓝光[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225698/index.m3u8
云南卫视蓝光[768*576],http://39.135.138.59:18890/PLTV/88888910/224/3221225664/index.m3u8
imode時尚頻道[1920*1080][1920*1080],https://juyunlive.juyun.tv/live/24950198.m3u8
东北热剧[1920*1080][1920*1080],http://39.134.66.2/PLTV/88888888/224/3221225679/index.m3u8
东北热剧[1920*1080][1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8
中国功夫[1920*1080][1920*1080],http://39.134.66.2/PLTV/88888888/224/3221225604/index.m3u8
军事评论[1920*1080][1920*1080],http://39.134.66.2/PLTV/88888888/224/3221225535/index.m3u8
军旅剧场[1920*1080][1920*1080],http://39.134.66.2/PLTV/88888888/224/3221225560/index.m3u8
农业致富[1920*1080][1920*1080],http://39.134.66.2/PLTV/88888888/224/3221225552/index.m3u8
农业致富[1920*1080][1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225683/index.m3u8
动作电影[1920*1080][1920*1080],http://39.134.66.2/PLTV/88888888/224/3221225555/index.m3u8
古装剧场[1920*1080][1920*1080],http://39.134.66.2/PLTV/88888888/224/3221225524/index.m3u8
家庭剧场[1920*1080][1920*1080],http://39.134.66.2/PLTV/88888888/224/3221225538/index.m3u8
怡伴健康[1920*1080][1920*1080],http://39.134.66.2/PLTV/88888888/224/3221225571/index.m3u8
惊悚悬疑[1920*1080][1920*1080],http://39.134.66.2/PLTV/88888888/224/3221225553/index.m3u8
明星大片[1920*1080][1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225716/index.m3u8
武博世界[1920*1080][1920*1080],http://39.134.66.2/PLTV/88888888/224/3221225547/index.m3u8
潮妈辣婆[1920*1080][1920*1080],http://39.134.66.2/PLTV/88888888/224/3221225542/index.m3u8
炫舞未来[1920*1080][1920*1080],http://39.134.66.2/PLTV/88888888/224/3221225646/index.m3u8
炫舞未来[1920*1080][1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225719/index.m3u8
爱情喜剧[1920*1080][1920*1080],http://39.134.66.2/PLTV/88888888/224/3221225533/index.m3u8
精品体育[1280*720][1920*1080][1920*1080],http://39.134.66.2/PLTV/88888888/224/3221225526/index.m3u8
精品记录[720*404][1920*1080][1920*1080],http://39.134.66.2/PLTV/88888888/224/3221225545/index.m3u8
超级体育[1920*1080][1920*1080],http://39.134.66.2/PLTV/88888888/224/3221225635/index.m3u8
金牌综艺[1920*1080][1920*1080],http://39.134.66.2/PLTV/88888888/224/3221225525/index.m3u8
浙江卫视蓝光[1920*1080],http://39.134.67.226/PLTV/88888888/224/3221225880/index.m3u8
西藏卫视[768*576],http://39.135.138.58:18890/PLTV/88888910/224/3221225723/index.m3u8
西藏卫视[768*576],http://39.134.115.163:8080/PLTV/88888910/224/3221225723/index.m3u8
西藏卫视[768*576],http://39.135.138.59:18890/PLTV/88888910/224/3221225723/index.m3u8
西藏卫视[768*576],http://117.169.120.140:8080/live/xizangstv/.m3u8
安多卫视[1047*576],http://111.20.33.93/TVOD/88888893/224/3221226228/index.m3u8
安徽卫视[1920*1080],http://111.20.33.93/TVOD/88888893/224/3221226196/index.m3u8
安徽卫视[1920*1080],http://111.20.33.93/TVOD/88888893/224/3221226203/index.m3u8
安徽卫视[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225737/index.m3u8
安徽卫视[1920*1080],http://39.135.138.58:18890/PLTV/88888910/224/3221225691/index.m3u8
安徽卫视[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225691/index.m3u8
安徽卫视[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225691/index.m3u8
北京卫视[1280*720],http://111.40.196.9/PLTV/88888888/224/3221225529/index.m3u8
北京卫视[1280*720],http://111.40.196.9/PLTV/88888888/224/3221225540/index.m3u8
北京卫视[1280*720],http://111.40.196.9/PLTV/88888888/224/3221225552/index.m3u8
北京卫视[1920*1080],http://111.20.33.93/TVOD/88888893/224/3221226222/index.m3u8
北京卫视[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225673/index.m3u8
北京卫视[1920*1080],http://39.134.65.208/PLTV/88888888/224/3221225678/index.m3u8
北京卫视[1920*1080],http://39.135.138.58:18890/PLTV/88888910/224/3221225673/index.m3u8
北京卫视[1920*1080],http://39.135.138.59:18890/PLTV/88888910/224/3221225673/index.m3u8
北京卫视[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225674/index.m3u8
北京卫视[1920*1080],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225600/index.m3u8?fmt=ts2hls
北京卫视[1920*1080],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225674/index.m3u8
北京卫视[1920*1080],http://39.135.138.59:18890/PLTV/88888910/224/3221225674/index.m3u8
北京卫视[1920*1080],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225673/index.m3u8
北京卫视[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225673/index.m3u8
北京卫视[1920*1080],http://117.148.179.168/PLTV/88888888/224/3221231732/index.m3u8
北京卫视[1920*1080],http://117.148.179.168/PLTV/88888888/224/3221231732/index.m3u8
兵团卫视[1047*576],http://111.20.33.93/TVOD/88888893/224/3221226214/index.m3u8
东方卫视[1024*576],http://111.40.196.9/PLTV/88888888/224/3221225507/index.m3u8
东方卫视[1920*1080],http://111.40.196.9/PLTV/88888888/224/3221225512/index.m3u8
东方卫视[1920*1080],http://111.40.196.9/PLTV/88888888/224/3221225542/index.m3u8
东方卫视[1920*1080],http://111.20.33.93/TVOD/88888893/224/3221226217/index.m3u8
东方卫视[1920*1080],http://39.134.65.208/PLTV/88888888/224/3221225672/index.m3u8
东方卫视[1920*1080],http://39.134.66.66/PLTV/88888888/224/3221225672/index.m3u8
东方卫视[1920*1080],http://39.135.138.58:18890/PLTV/88888910/224/3221225659/index.m3u8
东方卫视[1920*1080],http://39.135.138.59:18890/PLTV/88888910/224/3221225658/index.m3u8
东方卫视[1920*1080],http://117.148.179.160/PLTV/88888888/224/3221231738/index.m3u8
东方卫视[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225659/index.m3u8
东方卫视[1920*1080],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225658/index.m3u8
东方卫视[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225658/index.m3u8
东方卫视[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225659/index.m3u8
东方卫视[1920*1080],http://39.134.66.66/PLTV/88888888/224/3221225672/index.m3u8
东方卫视[1920*1080],http://shbu.live.bestvcdn.com.cn:8080/live/program/live/hddfws/4000000/mnf.m3u8
东方卫视[1920*1080],http://39.135.138.59:18890/PLTV/88888910/224/3221225659/index.m3u8
东方卫视[1920*1080],http://117.148.179.160/PLTV/88888888/224/3221231738/index.m3u8
东方卫视[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225658/index.m3u8
东方卫视[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225659/index.m3u8
东方卫视[974*540],http://111.40.196.9/PLTV/88888888/224/3221225495/index.m3u8
东南卫视[785*576],http://111.40.196.9/PLTV/88888888/224/3221225516/index.m3u8
甘肃卫视[768*576],http://111.40.196.9/PLTV/88888888/224/3221225572/index.m3u8
甘肃卫视[768*576],http://39.135.138.60:18890/PLTV/88888910/224/3221225724/index.m3u8
甘肃卫视[768*576],http://39.134.115.163:8080/PLTV/88888910/224/3221225724/index.m3u8
甘肃卫视[768*576],http://39.135.138.59:18890/PLTV/88888910/224/3221225724/index.m3u8
广东卫视[1024*576],http://111.40.196.9/PLTV/88888888/224/3221225531/index.m3u8
广东卫视[1920*1080],http://111.40.196.9/PLTV/88888888/224/3221225600/index.m3u8
广东卫视[1920*1080],http://111.20.33.93/TVOD/88888893/224/3221226216/index.m3u8
广东卫视[1920*1080],http://39.135.138.58:18890/PLTV/88888910/224/3221225742/index.m3u8
广东卫视[1920*1080],http://39.135.138.59:18890/PLTV/88888910/224/3221225742/index.m3u8
广东卫视[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225701/index.m3u8
广东卫视[1920*1080],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225597/index.m3u8?fmt=ts2hls
广东卫视[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225701/index.m3u8
广东卫视[1920*1080],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225701/index.m3u8
广东卫视[1920*1080],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225742/index.m3u8
广东卫视[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225742/index.m3u8
广东卫视[1920*1080],http://shbu.live.bestvcdn.com.cn:8080/live/program/live/gdwshd/4000000/mnf.m3u8
广东卫视[1920*1080],http://39.135.138.59:18890/PLTV/88888910/224/3221225742/index.m3u8
广东卫视[1920*1080],http://39.135.138.59:18890/PLTV/88888910/224/3221225701/index.m3u8
广东卫视[1920*1080],http://117.148.179.141/PLTV/88888888/224/3221231891/index.m3u8
贵州卫视[785*576],http://111.40.196.9/PLTV/88888888/224/3221225522/index.m3u8
河南卫视[768*576],http://111.40.196.9/PLTV/88888888/224/3221225524/index.m3u8
黑龙江卫视[1920*1080],http://111.40.196.9/PLTV/88888888/224/3221225544/index.m3u8
黑龙江卫视[1920*1080],http://111.20.33.93/TVOD/88888893/224/3221226215/index.m3u8
黑龙江卫视[1920*1080],http://39.135.138.58:18890/PLTV/88888910/224/3221225736/index.m3u8
黑龙江卫视[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225690/index.m3u8
黑龙江卫视[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225736/index.m3u8
黑龙江卫视[1920*1080],http://39.135.138.59:18890/PLTV/88888910/224/3221225690/index.m3u8
黑龙江卫视[1920*1080],http://117.148.179.141/PLTV/88888888/224/3221231967/index.m3u8
黑龙江卫视[1920*1080],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225736/index.m3u8
黑龙江卫视[1920*1080],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225690/index.m3u8
黑龙江卫视[1920*1080],http://183.207.249.36:80/PLTV/4/224/3221227323/index.m3u8?
黑龙江卫视[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225736/index.m3u8
黑龙江卫视[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225690/index.m3u8
黑龙江卫视[1920*1080],http://shbu.live.bestvcdn.com.cn:8080/live/program/live/hljwshd/4000000/mnf.m3u8
黑龙江卫视[1920*1080],http://117.148.179.141/PLTV/88888888/224/3221231967/index.m3u8
湖北卫视[1280*720],http://111.40.196.9/PLTV/88888888/224/3221225549/index.m3u8
湖北卫视[1280*720],http://111.40.196.9/PLTV/88888888/224/3221225566/index.m3u8
湖北卫视[1920*1080],http://111.20.33.93/TVOD/88888893/224/3221226194/index.m3u8
湖北卫视[1920*1080],http://39.134.66.66/PLTV/88888888/224/3221225569/index.m3u8
湖北卫视[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225699/index.m3u8
湖北卫视[1920*1080],http://39.135.138.59:18890/PLTV/88888910/224/3221225699/index.m3u8
湖北卫视[1920*1080],http://39.135.138.58:18890/PLTV/88888910/224/3221225699/index.m3u8
湖北卫视[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225740/index.m3u8
湖北卫视[1920*1080],http://117.169.120.140:8080/live/hdhubeistv/.m3u8
湖北卫视[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225699/index.m3u8
湖北卫视[1920*1080],http://shbu.live.bestvcdn.com.cn:8080/live/program/live/hbwshd/4000000/mnf.m3u8
湖北卫视[1920*1080],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225699/index.m3u8
湖北卫视[1920*1080],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225740/index.m3u8
湖北卫视[1920*1080],http://117.148.179.142/PLTV/88888888/224/3221231888/index.m3u8
湖北卫视[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225699/index.m3u8
湖北卫视[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225740/index.m3u8
湖南卫视[1280*720],http://111.40.196.9/PLTV/88888888/224/3221225521/index.m3u8
湖南卫视[1024*576],http://111.40.196.9/PLTV/88888888/224/3221225519/index.m3u8
湖南卫视[1920*1080],http://111.20.33.93/TVOD/88888893/224/3221226211/index.m3u8
